image_path,image_index,speed
data/train_image/train_1.jpg,1,28.105569
data/train_image/train_2.jpg,2,28.105569
data/train_image/train_3.jpg,3,28.106527
data/train_image/train_4.jpg,4,28.130404
data/train_image/train_5.jpg,5,28.109243
data/train_image/train_6.jpg,6,28.088572
data/train_image/train_7.jpg,7,28.034211
data/train_image/train_8.jpg,8,28.018491
data/train_image/train_9.jpg,9,27.986624
data/train_image/train_10.jpg,10,28.016352
data/train_image/train_11.jpg,11,27.981986
data/train_image/train_12.jpg,12,27.978625
data/train_image/train_13.jpg,13,28.032331
data/train_image/train_14.jpg,14,27.960219
data/train_image/train_15.jpg,15,27.937178
data/train_image/train_16.jpg,16,27.940599
data/train_image/train_17.jpg,17,27.908579
data/train_image/train_18.jpg,18,27.898606
data/train_image/train_19.jpg,19,27.855982
data/train_image/train_20.jpg,20,27.795581
data/train_image/train_21.jpg,21,27.850634
data/train_image/train_22.jpg,22,27.839349
data/train_image/train_23.jpg,23,27.824348
data/train_image/train_24.jpg,24,27.759608
data/train_image/train_25.jpg,25,27.830055
data/train_image/train_26.jpg,26,27.761886
data/train_image/train_27.jpg,27,27.694763
data/train_image/train_28.jpg,28,27.761203
data/train_image/train_29.jpg,29,27.691932
data/train_image/train_30.jpg,30,27.666086
data/train_image/train_31.jpg,31,27.723912
data/train_image/train_32.jpg,32,27.639469
data/train_image/train_33.jpg,33,27.612874
data/train_image/train_34.jpg,34,27.638534
data/train_image/train_35.jpg,35,27.606098
data/train_image/train_36.jpg,36,27.593209
data/train_image/train_37.jpg,37,27.573926
data/train_image/train_38.jpg,38,27.561151
data/train_image/train_39.jpg,39,27.559232
data/train_image/train_40.jpg,40,27.528067
data/train_image/train_41.jpg,41,27.522542
data/train_image/train_42.jpg,42,27.531058
data/train_image/train_43.jpg,43,27.493015
data/train_image/train_44.jpg,44,27.487706
data/train_image/train_45.jpg,45,27.440943
data/train_image/train_46.jpg,46,27.439646
data/train_image/train_47.jpg,47,27.412907
data/train_image/train_48.jpg,48,27.401744
data/train_image/train_49.jpg,49,27.396007
data/train_image/train_50.jpg,50,27.35751
data/train_image/train_51.jpg,51,27.365647
data/train_image/train_52.jpg,52,27.347638
data/train_image/train_53.jpg,53,27.302128
data/train_image/train_54.jpg,54,27.309836
data/train_image/train_55.jpg,55,27.266277
data/train_image/train_56.jpg,56,27.266066
data/train_image/train_57.jpg,57,27.238097
data/train_image/train_58.jpg,58,27.239031
data/train_image/train_59.jpg,59,27.227439
data/train_image/train_60.jpg,60,27.209839
data/train_image/train_61.jpg,61,27.224821
data/train_image/train_62.jpg,62,27.181666
data/train_image/train_63.jpg,63,27.170096
data/train_image/train_64.jpg,64,27.15459
data/train_image/train_65.jpg,65,27.104113
data/train_image/train_66.jpg,66,27.081358
data/train_image/train_67.jpg,67,27.071874
data/train_image/train_68.jpg,68,27.073267
data/train_image/train_69.jpg,69,27.039336
data/train_image/train_70.jpg,70,27.041493
data/train_image/train_71.jpg,71,27.018145
data/train_image/train_72.jpg,72,27.009551
data/train_image/train_73.jpg,73,26.996247
data/train_image/train_74.jpg,74,26.954839
data/train_image/train_75.jpg,75,26.968576
data/train_image/train_76.jpg,76,26.913075
data/train_image/train_77.jpg,77,26.903469
data/train_image/train_78.jpg,78,26.908829
data/train_image/train_79.jpg,79,26.860309
data/train_image/train_80.jpg,80,26.86931
data/train_image/train_81.jpg,81,26.870268
data/train_image/train_82.jpg,82,26.836196
data/train_image/train_83.jpg,83,26.836415
data/train_image/train_84.jpg,84,26.843831
data/train_image/train_85.jpg,85,26.775542
data/train_image/train_86.jpg,86,26.732431
data/train_image/train_87.jpg,87,26.730095
data/train_image/train_88.jpg,88,26.73078
data/train_image/train_89.jpg,89,26.708966
data/train_image/train_90.jpg,90,26.692341
data/train_image/train_91.jpg,91,26.690703
data/train_image/train_92.jpg,92,26.646072
data/train_image/train_93.jpg,93,26.644104
data/train_image/train_94.jpg,94,26.627146
data/train_image/train_95.jpg,95,26.569781
data/train_image/train_96.jpg,96,26.564525
data/train_image/train_97.jpg,97,26.577363
data/train_image/train_98.jpg,98,26.535204
data/train_image/train_99.jpg,99,26.541647
data/train_image/train_100.jpg,100,26.529513
data/train_image/train_101.jpg,101,26.501939
data/train_image/train_102.jpg,102,26.50846
data/train_image/train_103.jpg,103,26.456369
data/train_image/train_104.jpg,104,26.460903
data/train_image/train_105.jpg,105,26.447106
data/train_image/train_106.jpg,106,26.444679
data/train_image/train_107.jpg,107,26.432169
data/train_image/train_108.jpg,108,26.348981
data/train_image/train_109.jpg,109,26.368428
data/train_image/train_110.jpg,110,26.328696
data/train_image/train_111.jpg,111,26.287243
data/train_image/train_112.jpg,112,26.286672
data/train_image/train_113.jpg,113,26.273133
data/train_image/train_114.jpg,114,26.258781
data/train_image/train_115.jpg,115,26.26402
data/train_image/train_116.jpg,116,26.216485
data/train_image/train_117.jpg,117,26.229105
data/train_image/train_118.jpg,118,26.205432
data/train_image/train_119.jpg,119,26.184952
data/train_image/train_120.jpg,120,26.187712
data/train_image/train_121.jpg,121,26.163657
data/train_image/train_122.jpg,122,26.115078
data/train_image/train_123.jpg,123,26.115793
data/train_image/train_124.jpg,124,26.106916
data/train_image/train_125.jpg,125,26.093713
data/train_image/train_126.jpg,126,26.026723
data/train_image/train_127.jpg,127,26.059682
data/train_image/train_128.jpg,128,26.043513
data/train_image/train_129.jpg,129,26.026975
data/train_image/train_130.jpg,130,26.036413
data/train_image/train_131.jpg,131,25.985965
data/train_image/train_132.jpg,132,25.882752
data/train_image/train_133.jpg,133,25.848527
data/train_image/train_134.jpg,134,25.92309
data/train_image/train_135.jpg,135,25.898218
data/train_image/train_136.jpg,136,25.936657
data/train_image/train_137.jpg,137,25.889446
data/train_image/train_138.jpg,138,25.881018
data/train_image/train_139.jpg,139,25.883611
data/train_image/train_140.jpg,140,25.838685
data/train_image/train_141.jpg,141,25.837266
data/train_image/train_142.jpg,142,25.76013
data/train_image/train_143.jpg,143,25.72661
data/train_image/train_144.jpg,144,25.705029
data/train_image/train_145.jpg,145,25.69282
data/train_image/train_146.jpg,146,25.694555
data/train_image/train_147.jpg,147,25.715744
data/train_image/train_148.jpg,148,25.721072
data/train_image/train_149.jpg,149,25.71009
data/train_image/train_150.jpg,150,25.675076
data/train_image/train_151.jpg,151,25.690365
data/train_image/train_152.jpg,152,25.659273
data/train_image/train_153.jpg,153,25.588452
data/train_image/train_154.jpg,154,25.587607
data/train_image/train_155.jpg,155,25.605106
data/train_image/train_156.jpg,156,25.546981
data/train_image/train_157.jpg,157,25.561611
data/train_image/train_158.jpg,158,25.520048
data/train_image/train_159.jpg,159,25.512851
data/train_image/train_160.jpg,160,25.535949
data/train_image/train_161.jpg,161,25.466815
data/train_image/train_162.jpg,162,25.468195
data/train_image/train_163.jpg,163,25.442955
data/train_image/train_164.jpg,164,25.43467
data/train_image/train_165.jpg,165,25.415651
data/train_image/train_166.jpg,166,25.376169
data/train_image/train_167.jpg,167,25.380297
data/train_image/train_168.jpg,168,25.31671
data/train_image/train_169.jpg,169,25.308004
data/train_image/train_170.jpg,170,25.307879
data/train_image/train_171.jpg,171,25.25791
data/train_image/train_172.jpg,172,25.234153
data/train_image/train_173.jpg,173,25.234548
data/train_image/train_174.jpg,174,25.16456
data/train_image/train_175.jpg,175,25.155528
data/train_image/train_176.jpg,176,25.124563
data/train_image/train_177.jpg,177,25.05188
data/train_image/train_178.jpg,178,25.069608
data/train_image/train_179.jpg,179,24.984767
data/train_image/train_180.jpg,180,24.967705
data/train_image/train_181.jpg,181,24.989188
data/train_image/train_182.jpg,182,24.92012
data/train_image/train_183.jpg,183,24.878731
data/train_image/train_184.jpg,184,24.78153
data/train_image/train_185.jpg,185,24.813369
data/train_image/train_186.jpg,186,24.765025
data/train_image/train_187.jpg,187,24.703236
data/train_image/train_188.jpg,188,24.719001
data/train_image/train_189.jpg,189,24.616928
data/train_image/train_190.jpg,190,24.599527
data/train_image/train_191.jpg,191,24.583681
data/train_image/train_192.jpg,192,24.478286
data/train_image/train_193.jpg,193,24.44661
data/train_image/train_194.jpg,194,24.425899
data/train_image/train_195.jpg,195,24.334192
data/train_image/train_196.jpg,196,24.277394
data/train_image/train_197.jpg,197,24.243752
data/train_image/train_198.jpg,198,24.166103
data/train_image/train_199.jpg,199,24.169954
data/train_image/train_200.jpg,200,24.066184
data/train_image/train_201.jpg,201,24.031755
data/train_image/train_202.jpg,202,24.00579
data/train_image/train_203.jpg,203,23.927473
data/train_image/train_204.jpg,204,23.890764
data/train_image/train_205.jpg,205,23.798889
data/train_image/train_206.jpg,206,23.841604
data/train_image/train_207.jpg,207,23.759881
data/train_image/train_208.jpg,208,23.71539
data/train_image/train_209.jpg,209,23.748295
data/train_image/train_210.jpg,210,23.647204
data/train_image/train_211.jpg,211,23.596707
data/train_image/train_212.jpg,212,23.584715
data/train_image/train_213.jpg,213,23.55405
data/train_image/train_214.jpg,214,23.472504
data/train_image/train_215.jpg,215,23.504016
data/train_image/train_216.jpg,216,23.379037
data/train_image/train_217.jpg,217,23.358512
data/train_image/train_218.jpg,218,23.260696
data/train_image/train_219.jpg,219,23.247885
data/train_image/train_220.jpg,220,23.215724
data/train_image/train_221.jpg,221,23.145633
data/train_image/train_222.jpg,222,23.102612
data/train_image/train_223.jpg,223,23.045069
data/train_image/train_224.jpg,224,23.051338
data/train_image/train_225.jpg,225,23.015295
data/train_image/train_226.jpg,226,22.881877
data/train_image/train_227.jpg,227,22.915834
data/train_image/train_228.jpg,228,22.857471
data/train_image/train_229.jpg,229,22.757829
data/train_image/train_230.jpg,230,22.801015
data/train_image/train_231.jpg,231,22.703557
data/train_image/train_232.jpg,232,22.632107
data/train_image/train_233.jpg,233,22.650746
data/train_image/train_234.jpg,234,22.539414
data/train_image/train_235.jpg,235,22.495062
data/train_image/train_236.jpg,236,22.497131
data/train_image/train_237.jpg,237,22.412535
data/train_image/train_238.jpg,238,22.305346
data/train_image/train_239.jpg,239,22.266352
data/train_image/train_240.jpg,240,22.274608
data/train_image/train_241.jpg,241,22.213149
data/train_image/train_242.jpg,242,22.111782
data/train_image/train_243.jpg,243,22.098621
data/train_image/train_244.jpg,244,22.023265
data/train_image/train_245.jpg,245,21.9876
data/train_image/train_246.jpg,246,21.96738
data/train_image/train_247.jpg,247,21.867499
data/train_image/train_248.jpg,248,21.878563
data/train_image/train_249.jpg,249,21.830777
data/train_image/train_250.jpg,250,21.724761
data/train_image/train_251.jpg,251,21.720484
data/train_image/train_252.jpg,252,21.682866
data/train_image/train_253.jpg,253,21.565654
data/train_image/train_254.jpg,254,21.630614
data/train_image/train_255.jpg,255,21.522918
data/train_image/train_256.jpg,256,21.49305
data/train_image/train_257.jpg,257,21.502722
data/train_image/train_258.jpg,258,21.393423
data/train_image/train_259.jpg,259,21.312005
data/train_image/train_260.jpg,260,21.256784
data/train_image/train_261.jpg,261,21.283194
data/train_image/train_262.jpg,262,21.170907
data/train_image/train_263.jpg,263,21.128252
data/train_image/train_264.jpg,264,21.108952
data/train_image/train_265.jpg,265,21.026714
